Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date,halving_survive
9185,Memes Street,MST,$0.088646,0.00%,0.20%,12.58%,"$864,734",,"99,999,972,470,153 MST",99999972470153.05,,3,,,,,,,8064.0,2024-09-23,0
9188,Long,LONG,$0.0002949,0.00%,0.00%,20.72%,"$29,489",,"100,000,000 LONG",789375469432.3511,1000000000000.0,3,,,,,,,7378.0,2024-09-23,0
9193,Skibidi Toilet,SKIBIDI,$0.061335,0.81%,3.78%,8.68%,"$12,145",,"91,000,000,000 SKIBIDI",74927562.0,75000000.0,3,,,,,,,8068.0,2024-09-23,0
9194,CRAZY DRAGON,CRAZYDRAGON,$0.0132463,0.00%,1.58%,8.76%,"$2,462",,"99,960,904,552,672,368 CRAZYDRAGON",9.996090455267235e+16,9.996090455267235e+16,3,,,,,,,7133.0,2024-09-23,0
9198,SPACE DRAGON,DRAGON,$0.0135842,0.00%,1.54%,3.75%,"$5,842",,"99,986,431,228,126,256 DRAGON",9.998643122812626e+16,9.998643122812626e+16,3,,,,,,,7052.0,2024-09-23,0
9199,Bull Token,BULL,$0.011752,0.00%,0.00%,2.73%,"$7,520",,"1,000,000,000,000,000 BULL",1000000000000000.0,1000000000000000.0,3,,,,,,,,2024-09-23,0
9204,King Bonk,KINGBONK,$0.0124503,0.00%,0.34%,9.37%,"$189,119",,"420,000,000,000,000,000 KINGBONK",4.2e+17,4.2e+17,3,,,,,,,6290.0,2024-09-23,0
9205,Saudi Bonk,SAUDIBONK,$0.061961,0.00%,0.00%,23.69%,"$19,611",,"100,000,000,000 SAUDIBONK",100000000000.0,100000000000.0,3,,,,,,,7214.0,2024-09-23,0
9210,Lacostoken,LCSN,$0.079999,0.01%,0.08%,0.00%,"$146,292",,"1,463,000,000,000 LCSN",1463000000000.0,1463000000000.0,3,,,,,,,7917.0,2024-09-23,0
9211,Silly Duck,DUCK,$0.061516,0.00%,0.00%,3.58%,"$15,158",,"100,000,000,000 DUCK",100000000000.0,,3,,,,,,,5821.0,2024-09-23,0
9212,BULL,BULL,$0.0001631,0.00%,0.00%,3.73%,"$3,425",,"21,000,000 BULL",21000000.0,21000000.0,3,,,,,,,6709.0,2024-09-23,0
9215,King WIF,KINGWIF,$0.012144,0.00%,0.00%,9.32%,"$60,485",,"420,000,000,000,000,000 KINGWIF",4.2e+17,4.2e+17,3,,,,,,,8186.0,2024-09-23,0
9219,BlackRock,BLACKROCK,$0.091372,0.00%,0.39%,10.10%,"$57,450",,"418,629,000,000,000 BLACKROCK",420000000000000.0,420000000000000.0,3,,,,,,,6451.0,2024-09-23,0
9223,SUPER DRAGON,DRAGON,$0.01334,0.00%,1.56%,7.45%,"$3,400",,"99,984,020,871,598,912 DRAGON",9.998402087159891e+16,9.998402087159891e+16,3,,,,,,,7140.0,2024-09-23,0
9225,FarLaunch,FAR,$0.00001518,0.00%,3.85%,13.97%,"$15,175",,"1,000,000,000 FAR",1000000000.0,1000000000.0,3,,,,,,,5135.0,2024-09-23,0
9226,King Trump,KINGTRUMP,$0.0136865,0.00%,0.00%,3.97%,"$28,834",,"420,000,000,000,000,000 KINGTRUMP",4.2e+17,4.2e+17,3,,,,,,,8490.0,2024-09-23,0
9228,BLACK DRAGON,DRAGON,$0.0131858,0.00%,1.62%,9.12%,"$1,858",,"99,951,499,587,053,904 DRAGON",9.99514995870539e+16,9.99514995870539e+16,3,,,,,,,6937.0,2024-09-23,0
9230,PepeFork INU,PORKINU,$0.0141787,0.00%,0.00%,24.21%,$750,,"420,000,000,000,000,000 PORKINU",4.2e+17,4.2e+17,3,,,,,,,7770.0,2024-09-23,0
9232,WHITE DRAGON,DRAGON,$0.0133241,0.00%,1.56%,7.48%,"$3,240",,"99,974,090,586,698,960 DRAGON",9.997409058669896e+16,9.997409058669896e+16,3,,,,,,,7141.0,2024-09-23,0
9234,SUPER DOGE,DOGE,$0.001833,0.00%,1.65%,6.68%,"$1,832",,"999,496 DOGE",999496.0,999496.0,3,,,,,,,7092.0,2024-09-23,0
9235,BaoBaoSol,BAOS,$0.05825,0.00%,0.02%,10.04%,"$8,248",,"999,740,660 BAOS",999740660.02,,3,,,,,,,3650.0,2024-09-23,0
9237,Robin of Da Hood,ROBIN,$0.053083,0.00%,0.00%,29.47%,"$3,056",,"991,120,000 ROBIN",991120000.0,,3,,,,,,,5486.0,2024-09-23,0
9238,doginwotah,WATER,$0.00003075,0.00%,0.20%,8.02%,"$30,721",,"998,913,264 WATER",998913264.0,,3,,,,,,,6945.0,2024-09-23,0
9240,MoonKize,MOONKIZE,$0.00001629,0.00%,4.86%,8.11%,"$9,775",,"600,000,000 MOONKIZE",600000000.0,,3,,,,,,,6399.0,2024-09-23,0
9242,BNB VEGETA,BNBVEGETA,$0.0132419,0.00%,1.61%,7.69%,"$2,418",,"99,974,308,147,543,040 BNBVEGETA",9.997430814754304e+16,9.997430814754304e+16,3,,,,,,,6988.0,2024-09-23,0
9249,Blast Pepe,BEPE,$0.068447,0.00%,0.00%,11.67%,"$84,467",,"100,000,000,000 BEPE",100000000000.0,100000000000.0,3,,,,,,,3565.0,2024-09-23,0
9252,The Blue Dragon,RYU,$0.0132724,0.00%,2.80%,19.21%,"$24,214",,"888,888,888,888,888,832 RYU",8.888888888888888e+17,,3,,,,,,,9702.0,2024-09-23,0
9253,Welsh Corgi,$CORGI,$0.008606,0.00%,9.37%,7.28%,"$8,606",,"1,000,000 $CORGI",1000000.0,,3,,,,,,,7174.0,2024-09-23,0
9254,Criminal Flamingo,CRIMINGO,$0.00011,0.01%,0.02%,0.00%,"$9,348",,"85,000,000 CRIMINGO",100000000.0,100000000.0,3,,,,,,,9703.0,2024-09-23,0
9257,TRUMP INU,TRUMP INU,$0.051139,0.00%,2.07%,1.83%,"$113,950",,"100,000,000,000 TRUMP INU",100000000000.0,100000000000.0,3,,,,,,,4898.0,2024-09-23,0
9263,Snoopy,SNOOPY,$0.0003153,0.00%,0.48%,8.03%,"$31,212",,"98,997,528 SNOOPY",100000000.0,,3,,,,,,,6296.0,2024-09-23,0
9267,Pacman Blastoff,PACM,$0.061356,0.00%,4.03%,11.35%,"$271,077",,"1,999,420,000,000 PACM",1999420000000.0,1999420000000.0,3,,,,,,,6960.0,2024-09-23,0
9269,Pigeon In Yellow Boots,PIGEON,$0.00002128,0.00%,0.00%,10.89%,"$21,277",,"999,710,021 PIGEON",999710020.67,,3,,,,,,,6533.0,2024-09-23,0
9270,Sora Doge,SORADOGE,$0.013897,0.00%,0.93%,12.07%,"$37,675",,"420,000,000,000,000,000 SORADOGE",4.2e+17,4.2e+17,3,,,,,,,6771.0,2024-09-23,0
9272,Jonny Five,JFIVE,$0.001275,0.00%,0.00%,1.38%,"$63,764",,"50,000,000 JFIVE",1000000000.0,1000000000.0,3,,,,,,,5725.0,2024-09-23,0
9274,Joe Biden,BIDEN,$0.0002045,0.00%,0.00%,21.88%,"$191,127",,"934,707,241 BIDEN",934707241.142902,1000000000.0,3,,,,,,,4554.0,2024-09-23,0
9280,Fottie,FOTTIE,$0.069332,0.00%,1.28%,42.47%,"$392,589",,"420,690,000,000 FOTTIE",420690000000.0,420690000000.0,3,,,,,,,3648.0,2024-09-23,0
9283,Grok 1.5,GROK 1.5,$0.072644,0.00%,0.00%,4.04%,"$11,123",,"420,690,000,000 GROK 1.5",4.2e+17,4.2e+17,3,,,,,,,4674.0,2024-09-23,0
9285,SWIFTIES,SWIFTIES,$0.0005401,0.00%,0.88%,29.32%,"$54,005",,"99,999,808 SWIFTIES",99999808.0,,3,,,,,,,5613.0,2024-09-23,0
9286,SafemoonTon,SAFET,$0.077308,0.00%,0.00%,2.45%,"$73,084",,"1,000,000,000,000 SAFET",1000000000000.0,1000000000000.0,3,,,,,,,5662.0,2024-09-23,0
9287,CRONK,CRONK,$0.061296,0.00%,0.84%,6.38%,"$12,956",,"100,000,000,000 CRONK",100000000000.0,,3,,,,,,,5319.0,2024-09-23,0
9288,JOE,BIDEN,$0.004114,0.00%,235.21%,1.49%,"$127,528",,"31,000,000 BIDEN",464573155.0,500000000.0,3,,,,,,,295.0,2024-09-23,0
9289,Ewon Mucks,EWON,$0.00005848,0.00%,0.00%,10.02%,"$58,481",,"1,000,000,000 EWON",1000000000.0,,3,,,,,,,5852.0,2024-09-23,0
9290,MFERS,MFERS,$0.0002668,0.00%,0.00%,10.90%,"$26,678",,"100,000,000 MFERS",100000000.0,100000000.0,3,,,,,,,3700.0,2024-09-23,0
9291,Artificial Idiot,AII,$0.00003713,0.00%,0.00%,16.98%,"$29,255",,"787,953,680 AII",986620347.0,986620347.0,3,,,,,,,4500.0,2024-09-23,0
9292,Print Cash BNB,CASH,$0.067022,0.00%,25.63%,99.97%,$70,,"100,000,000 CASH",100000000.0,100000000.0,3,,,,,,,6461.0,2024-09-23,0
9293,SUPER BONK,BONK,$0.013908,0.00%,1.51%,0.67%,"$9,080",,"99,980,154,475,350,096 BONK",9.99801544753501e+16,9.99801544753501e+16,3,,,,,,,7436.0,2024-09-23,0
9294,Safemuun,SAFEMUUN,$0.00001169,0.00%,0.00%,8.13%,"$11,064",,"946,091,943 SAFEMUUN",946091943.11,,3,,,,,,,5304.0,2024-09-23,0
9295,dogwifscarf,WIFS,$0.00003695,0.00%,0.01%,0.97%,"$36,207",,"980,000,000 WIFS",980000000.0,,3,,,,,,,4107.0,2024-09-23,0
9296,SLORK,SLORK,$0.00003947,0.00%,2.30%,10.04%,"$19,733",,"499,996,278 SLORK",499996278.0,,3,,,,,,,6763.0,2024-09-23,0
9297,BNB BONK,BNBBONK,$0.013578,0.00%,2.73%,5.03%,"$5,779",,"99,983,117,781,255,504 BNBBONK",9.99831177812555e+16,9.99831177812555e+16,3,,,,,,,6897.0,2024-09-23,0
9299,Mickey Meme,MICKEY,$0.081639,0.00%,36.19%,44.78%,"$34,435",,"21,000,000,000,000 MICKEY",21000000000000.0,21000000000000.0,3,,,,,,,3626.0,2024-09-23,0
9300,SAM,ALTMAN,$0.0101215,0.00%,0.00%,16.04%,"$5,102",,"420,000,000,000,000 ALTMAN",420000000000000.0,,3,,,,,,,5870.0,2024-09-23,0
9304,TWEETY,TWEETY,$0.065297,0.00%,0.58%,6.48%,"$54,515",,"102,900,000,000 TWEETY",102900000000.0,210000000000.0,3,,,,,,,5567.0,2024-09-23,0
9305,Bretta,BRETTA,$0.03269,0.00%,0.00%,5.81%,"$32,686",,"1,000,000 BRETTA",0.0,1000000.0,3,,,,,,,5119.0,2024-09-23,0
9306,Chonk The Cat,CHONK,$0.00004083,0.00%,0.00%,8.75%,"$40,834",,"1,000,000,000 CHONK",1000000000.0,1000000000.0,3,,,,,,,4594.0,2024-09-23,0
9307,ETH3.0,ETH 3.0,$0.01654,0.01%,0.01%,11.06%,"$2,284",,"42,000,000,000,000,000,000 ETH 3.0",4.2e+19,4.2e+19,3,,,,,,,3954.0,2024-09-23,0
9309,NexMillionaires,NEXM,$12.46,0.00%,1.22%,8.58%,"$49,849",,"4,000 NEXM",5000.0,5000.0,3,,,,,,,5348.0,2024-09-23,0
9310,i dont know,IDK,$0.00006214,0.00%,23.14%,10.25%,"$62,145",,"999,999,972 IDK",999999972.0,,3,,,,,,,4233.0,2024-09-23,0
9311,Trump Shiba,TRUMPSHIBA,$0.0137746,0.00%,0.00%,56.47%,"$32,537",,"420,000,000,000,000,000 TRUMPSHIBA",4.2069e+16,4.2069e+16,3,,,,,,,5566.0,2024-09-23,0
9312,Plerf,PLERF,$0.000031,0.00%,0.00%,6.52%,"$15,500",,"499,999,842 PLERF",0.0,,3,,,,,,,5660.0,2024-09-23,0
9319,Doge In Glasses,DIG,$0.00033,0.00%,0.03%,0.00%,"$138,592",,"420,000,069 DIG",420000069.0,420000069.0,3,,,,,,,3990.0,2024-09-23,0
9320,Meow Of Meme,MEME,$0.054471,0.00%,0.00%,26.48%,"$4,471",,"1,000,000,000 MEME",0.0,,3,,,,,,,6171.0,2024-09-23,0
9322,WALLi,WALLI,$0.00005218,0.00%,0.00%,8.61%,"$52,182",,"999,999,995 WALLI",999999995.0,,3,,,,,,,4012.0,2024-09-23,0
9327,Shibaqua,SHIB,$0.079234,0.00%,0.00%,52.06%,"$32,035",,"346,914,631,300 SHIB",107543535703.0,346914631300.0,3,,,,,,,5554.0,2024-09-23,0
9331,TOP CAT,CAT,$0.0133614,0.00%,1.51%,7.50%,"$3,613",,"99,981,537,450,814,096 CAT",9.99815374508141e+16,9.99815374508141e+16,3,,,,,,,7381.0,2024-09-23,0
9337,BUBCAT,BUB,$0.000081,0.00%,0.02%,0.01%,"$80,997",,"1,000,000,000 BUB",1000000000.0,1000000000.0,3,,,,,,,5104.0,2024-09-23,0
9343,Selfie Cat,SCAT,$0.055001,0.00%,0.00%,11.26%,"$5,001",,"1,000,000,000 SCAT",1000000000.0,,3,,,,,,,6645.0,2024-09-23,0
9348,Vone,VONE,$0.095265,0.00%,0.00%,1.97%,"$52,646",,"100,000,000,000,000 VONE",100000000000000.0,100000000000000.0,3,,,,,,,5693.0,2024-09-23,0
9351,Flovi inu,FLOVI,$0.095812,0.00%,8.91%,23.69%,"$58,118",,"100,000,000,000,000 FLOVI",100000000000000.0,100000000000000.0,3,,,,,,,3830.0,2024-09-23,0
9360,Telo Meme Coin,TELO,$0.010292,0.00%,0.00%,2.80%,"$23,621",,"808,808,808,808,808 TELO",808808808808808.0,808808808808808.0,3,,,,,,,7199.0,2024-09-23,0
9363,FLOKI INU,FLINU,$0.082753,0.00%,0.00%,3.30%,"$2,753",,"1,000,000,000,000 FLINU",1000000000000.0,1000000000000.0,3,,,,,,,7284.0,2024-09-23,0
9373,Pepy,PEPY,$0.075622,0.00%,0.59%,17.96%,"$23,612",,"420,000,000,000 PEPY",420000000000.0,420000000000.0,3,,,,,,,4681.0,2024-09-23,0
9375,FUBAO,FUBAO,$0.069682,0.00%,0.00%,2.13%,$968,,"1,000,000,000 FUBAO",1000000000.0,,3,,,,,,,5107.0,2024-09-23,0
9377,NINE DOGS,9DOGS,$0.002555,0.00%,0.00%,3.81%,"$22,993",,"9,000,000 9DOGS",9000000.0,9000000.0,3,,,,,,,6579.0,2024-09-23,0
9379,WHALES CAT,CAT,$0.0132164,0.00%,1.47%,5.74%,"$2,164",,"99,973,096,931,934,928 CAT",9.997309693193491e+16,9.997309693193491e+16,3,,,,,,,7082.0,2024-09-23,0
9382,SUKUYANA,SNA,$0.095249,0.00%,0.67%,0.58%,"$187,061",,"356,400,000,000,000 SNA",490000000000000.0,990982999999989.0,3,,,,,,,5167.0,2024-09-23,0
9400,PLUNZ,PLZ,$0.05175,0.00%,0.00%,3.29%,"$6,125",,"3,500,000,000 PLZ",5000000000.0,5000000000.0,3,,,,,,,,2024-09-23,0
9405,ReptilianZuckerBidenBartcoin,,$0.0000238,0.00%,0.00%,2.50%,"$23,604",,"991,650,000 BART",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9416,Bonk on ETH,BONK,$0.081341,0.00%,0.40%,5.92%,"$134,203",,"100,000,000,000,000 BONK",100000000000000.0,100000000000000.0,3,,,,,,,,2024-09-23,0
9424,PEKA,PEKA,$0.075264,0.00%,0.00%,2.01%,"$5,264",,"100,000,000,000 PEKA",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23,0
9425,Trump vs Biden,TRUMPBIDEN,$0.00001169,0.00%,0.00%,12.03%,$117,,"10,000,000 TRUMPBIDEN",10000000.0,,3,,,,,,,,2024-09-23,0
9427,Mexico Chingon,CHINGON,$0.0007846,0.00%,0.00%,10.75%,"$98,866",,"126,014,024 CHINGON",126014024.0,,3,,,,,,,,2024-09-23,0
9430,GPT-4o,GPT-4O,$0.091904,0.00%,0.91%,14.62%,"$8,011",,"42,069,000,000,000 GPT-4O",42069000000000.0,,3,,,,,,,,2024-09-23,0
9432,CyberTrump,CYBERTRUMP,$0.05377,0.00%,0.00%,18.51%,$288,,"76,340,000 CYBERTRUMP",76340000.0,,3,,,,,,,,2024-09-23,0
9434,DOGBA INU,DOGBA,$0.051663,0.00%,0.00%,4.67%,"$1,663",,"1,000,000,000 DOGBA",1000000000.0,,3,,,,,,,,2024-09-23,0
9435,GAMESTUMP,GEME,$0.00001293,0.00%,0.00%,0.72%,"$10,949",,"846,684,394 GEME",850000000.0,,3,,,,,,,,2024-09-23,0
9443,BabyGME,BABYGME,$0.0121705,0.00%,0.00%,1.42%,"$8,353",,"49,000,000,000,000,000 BABYGME",,,3,,,,,,,,2024-09-23,0
9444,DONKE,DONKE,$0.062484,0.00%,1.36%,4.63%,"$12,427",,"49,999,081,208 DONKE",49999081208.0,,3,,,,,,,,2024-09-23,0
9447,Bunny,BUNNY,$0.006929,0.00%,0.00%,25.87%,"$6,929",,"1,000,000 BUNNY",1000000.0,1000000.0,3,,,,,,,,2024-09-23,0
9448,Pepega,PEPEGA,$0.061546,0.00%,0.00%,1.08%,"$65,021",,"420,690,000,000 PEPEGA",420690000000.0,,3,,,,,,,,2024-09-23,0
9452,ULTRA MAGA,ULTRA,$0.078177,0.00%,48.23%,13.54%,"$34,401",,"420,690,000,000 ULTRA",0.0,420690000000.0,3,,,,,,,,2024-09-23,0
9454,Deadpool,DEAD,$0.0001701,0.00%,1.15%,11.01%,"$170,102",,"999,997,500 DEAD",0.0,,3,,,,,,,,2024-09-23,0
9461,simpson in a memes world,SEW,$0.01229,0.00%,0.00%,11.24%,"$12,198",,"42,069,000,000,000,000 SEW",4.2069e+16,4.2069e+16,3,,,,,,,,2024-09-23,0
9471,AMERICAN CAT,CAT,$0.0133,0.00%,0.95%,8.02%,"$3,000",,"99,993,516,338,170,352 CAT",9.999351633817037e+16,9.999351633817037e+16,3,,,,,,,,2024-09-23,0
9472,Starbot,STAR,$0.02796,0.00%,0.00%,15.57%,"$279,556",,"10,000,000 STAR",10000000.0,10000000.0,3,,,,,,,,2024-09-23,0
9477,PhrygeETH,PHRYGE,$0.085088,0.00%,2.11%,49.36%,"$21,406",,"4,206,900,000,000 PHRYGE",4206900000000.0,4206900000000.0,3,,,,,,,,2024-09-23,0
9487,CHAD CAT,CHADCAT,$0.00002134,0.00%,0.00%,13.51%,"$21,344",,"1,000,000,000 CHADCAT",1000000000.0,,3,,,,,,,,2024-09-23,0
9488,TrumpWifHat,TWIN,$0.00009755,0.00%,0.00%,5.85%,"$6,844",,"70,159,760 TWIN",70159760.01,,3,,,,,,,,2024-09-23,0
9495,Moge,MOGE,$0.091115,0.00%,0.00%,23.13%,"$46,908",,"420,690,000,000,000 MOGE",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
9499,White Yorkshire,WSH,$0.076746,0.01%,93.13%,431.08%,"$101,194",,"1,500,000,000,000 WSH",1500000000000.0,1500000000000.0,3,,,,,,,,2024-09-23,0
9500,Queen Of Memes,QUEEN,$0.079819,0.00%,4.09%,9.41%,"$40,241",,"409,831,836,953 QUEEN",409831836953.0,409831836953.0,3,,,,,,,,2024-09-23,0
9515,ããå¬,HACHIKO,$0.078639,0.00%,0.00%,17.58%,"$36,345",,"420,690,000,000 HACHIKO",,,3,,,,,,,,2024-09-23,0
9527,BERNIE SENDERS,BERNIE,$0.00002315,0.00%,0.00%,8.21%,"$15,977",,"689,999,898 BERNIE",689999898.0,689999898.0,3,,,,,,,,2024-09-23,0
9529,PeiPei 2.0,PEIPEI2.0,$0.0105267,0.00%,0.00%,12.10%,"$22,159",,"420,690,000,000,000 PEIPEI2.0",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
9530,Hachiko,HACHI,$0.0001193,0.00%,0.00%,7.09%,"$11,927",,"100,000,000 HACHI",100000000.0,100000000.0,3,,,,,,,,2024-09-23,0
9532,Johnny The Bull,JOHNNY,$0.057814,0.00%,0.00%,6.91%,"$7,814",,"999,999,371 JOHNNY",999999365.84,999999366.84,3,,,,,,,,2024-09-23,0
9534,BONK INU,BONKINU,$0.092419,0.00%,2.66%,35.45%,"$1,209",,"5,000,000,000,000 BONKINU",5000000000000.0,5000000000000.0,3,,,,,,,,2024-09-23,0
9537,Dr. Livesey,LIVESEY,$0.000264,0.00%,1.05%,9.70%,"$25,085",,"95,000,000 LIVESEY",100000000.0,100000000.0,3,,,,,,,,2024-09-23,0
9539,Don Jr.,$DONJR,$0.078313,0.00%,5.65%,2.45%,"$83,125",,"1,000,000,000,000 $DONJR",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23,0
9540,Meow,MEOW,$0.052252,0.00%,0.00%,6.05%,"$22,525",,"9,999,999,870 MEOW",0.0,9999999870.0,3,,,,,,,,2024-09-23,0
9544,Ducky Duck,DUCKY,$0.075208,0.00%,5.28%,23.01%,"$21,909",,"420,690,000,000 DUCKY",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
9548,Grandma,GRANDMA,$0.00009611,0.00%,0.00%,5.23%,"$96,112",,"999,999,999 GRANDMA",999999999.0,999999999.0,3,,,,,,,,2024-09-23,0
9550,JD Vance,VANCE,$0.0121362,0.00%,0.00%,3.24%,"$5,730",,"42,069,000,000,000,000 VANCE",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23,0
9551,Pendy,PENDY,$0.0107576,0.00%,0.00%,9.91%,"$31,873",,"420,690,000,000,000 PENDY",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
9552,Bitcoin Black Credit Card,BBCC,$0.00005295,0.00%,0.00%,6.92%,"$52,947",,"1,000,000,000 BBCC",0.0,1000000000.0,3,,,,,,,,2024-09-23,0
9554,TRUMPAMANIA,TRUMPAMANIA,$0.079208,0.00%,20.19%,4.53%,"$38,743",,"420,690,000,000 TRUMPAMANIA",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
9555,PEPE BIRD,PEBIRD,$0.051483,0.00%,0.00%,11.93%,"$1,484",,"1,000,000,000 PEBIRD",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9556,Girls Club,GIRLS,$0.068746,0.00%,6.29%,34.23%,"$57,402",,"65,626,305,162 GIRLS",69420777444.0,69420777444.0,3,,,,,,,,2024-09-23,0
9557,Carl,CARL,$0.055536,0.00%,0.00%,7.65%,"$5,536",,"999,985,088 CARL",999985088.0,999985088.0,3,,,,,,,,2024-09-23,0
9560,Baba,BABA,$0.056849,0.00%,0.00%,4.46%,"$6,849",,"999,999,775 BABA",1000000000.0,,3,,,,,,,4182.0,2024-09-23,0
9562,South Pao,PAO,$0.075467,0.00%,0.00%,0.65%,"$23,000",,"420,690,000,000 PAO",0.0,420690000000.0,3,,,,,,,,2024-09-23,0
9563,SolTrump,STRUMP,$0.07151,0.00%,0.00%,21.13%,"$603,899",,"40,000,000,000,000 STRUMP",40000000000000.0,40000000000000.0,3,,,,,,,,2024-09-23,0
9564,Cats Are Liquidity,PRRR,$0.00001108,0.00%,1.17%,10.22%,"$11,078",,"1,000,000,000 PRRR",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9566,TOP G PEPE,PEPEG,$0.062765,0.00%,0.00%,9.42%,"$1,383",,"5,000,000,000 PEPEG",10000000000.0,10000000000.0,3,,,,,,,,2024-09-23,0
9568,BabyAndy BSC,BABYANDY,$0.0103685,0.00%,0.00%,5.90%,"$15,475",,"420,000,000,000,000 BABYANDY",420000000000000.0,420000000000000.0,3,,,,,,,,2024-09-23,0
9569,Migglei,MIGGLEI,$0.054774,0.00%,3.86%,64.27%,"$4,602",,"963,831,798 MIGGLEI",963831798.0,1000000000.0,3,,,,,,,,2024-09-23,0
9570,The Phryges,PHRYGES,$0.061162,0.00%,0.00%,15.65%,"$11,621",,"100,000,000,000 PHRYGES",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23,0
9571,Kamala Harris (kamalaharristoken.net),HARRIS,$0.08795,0.00%,0.35%,12.61%,"$33,450",,"4,206,900,000,000 HARRIS",0.0,4206900000000.0,3,,,,,,,,2024-09-23,0
9574,Poo Chi,SIR,$0.093,0.00%,0.03%,0.00%,$300,,"1,000,000,000,000 SIR",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23,0
9576,Dogecoin 2.0,DOGE2,$0.062476,0.00%,0.00%,23.83%,"$35,970",,"145,210,000,000 DOGE2",145210000000.0,145210000000.0,3,,,,,,,5434.0,2024-09-23,0
9578,Cate Coin,$CATE,$0.00006634,0.00%,5.97%,5.36%,"$6,634",,"100,000,000 $CATE",100000000.0,100000000.0,3,,,,,,,,2024-09-23,0
9580,Neko Arc,ARC,$0.00002211,0.00%,0.74%,9.10%,"$22,105",,"1,000,000,000 ARC",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9582,Yusuf Dikec Meme,YUSUF,$0.0139933,0.00%,3.52%,11.18%,"$4,172",,"42,000,000,000,000,000 YUSUF",4.2e+16,4.2e+16,3,,,,,,,,2024-09-23,0
9584,FUKU (fukucoin.io),FUKU,$0.051052,0.00%,20.34%,53.30%,"$442,699",,"420,690,000,000 FUKU",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
9585,Fuku-Kun (fukuonsol.vip),FUKU,$0.00002542,0.00%,0.00%,16.25%,"$25,423",,"999,996,884 FUKU",999996884.0,999996884.0,3,,,,,,,,2024-09-23,0
9597,Justin MEME,Sun,$0.0557,0.00%,0.11%,2.72%,"$5,700",,"1,000,000,000 Sun",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9598,Ramzan,KADYROV,$0.0134558,0.00%,0.00%,12.09%,"$4,558",,"100,000,000,000,000,000 KADYROV",1e+17,1e+17,3,,,,,,,,2024-09-23,0
9602,Labubu,LABUBU,$0.052414,0.00%,7.72%,2.93%,"$2,414",,"1,000,000,000 LABUBU",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9604,Sunjak,SUNJAK,$0.054342,0.00%,0.00%,1.96%,"$4,343",,"1,000,000,000 SUNJAK",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9605,MUNSUN,MUNSUN,$0.0001119,0.00%,2.44%,1.35%,"$111,886",,"1,000,000,000 MUNSUN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9609,Huobi Dog,WOOF,$0.0000434,0.00%,17.65%,6.12%,"$43,400",,"1,000,000,000 WOOF",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9614,Sun Yuchen,YUCHEN,$0.056527,0.00%,1.85%,3.53%,"$6,527",,"1,000,000,000 YUCHEN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
9616,FLEABONE,FLEA,$0.074101,0.00%,0.00%,39.35%,"$17,251",,"420,690,000,000 FLEA",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
9618,PRINT,PRINT,$0.0002271,0.00%,0.00%,19.94%,"$22,712",,"100,000,000 PRINT",100000000.0,100000000.0,3,,,,,,,,2024-09-23,0
9775,Wrapped Dogecoin,WDOGE,$0.108,0.28%,1.18%,8.87%,"$7,785","$314,211
2,911,244 WDOGE","72,050 WDOGE",72050.21,,3,,,,,,,3017.0,2024-09-23,0
1052,Nya,NYA,$0.062653,0.22%,0.44%,11.11%,"$9,351,407","$35,845
135,056,325,442 NYA","35,234,152,874,088 NYA",36830944682952.2,,3,,,,,,,,2024-09-23,0
1057,Pikaboss,PIKA,$0.072197,0.38%,2.42%,18.31%,"$9,243,818","$18,101
823,798,623,024 PIKA","420,690,000,000,000 PIKA",420690000000000.0,420690000000000.0,3,,,,,,,1274.0,2024-09-23,0
